,0,ngram
"('road', 'railroad')",1,road railroad
"('association', 'cecil')",1,association cecil
"('cecil', 'phyllis')",1,cecil phyllis
"('phyllis', 'melcher')",1,phyllis melcher
"('inc', 'seifert')",1,inc seifert
"('lynden', 'heritage')",1,lynden heritage
"('seifert', 'short')",1,seifert short
"('short', 'russell')",1,short russell
"('russell', 'folk')",1,russell folk
"('art', 'doll')",1,art doll
"('center', 'vicki')",1,center vicki
"('vicki', 'smith')",1,vicki smith
"('smith', 'foundation')",1,smith foundation
"('foundation', 'free')",1,foundation free
"('free', 'speech')",1,free speech
"('speech', 'movement')",1,speech movement
"('movement', 'archive')",1,movement archive
"('archive', 'netherland')",1,archive netherland
"('netherland', 'inn')",1,netherland inn
"('foundation', 'valley')",1,foundation valley
"('foundation', 'lynden')",1,foundation lynden
"('park', 'corporation')",1,park corporation
"('association', 'phantom')",1,association phantom
"('corporation', 'daughter')",1,corporation daughter
"('war', 'perry')",1,war perry
"('warner', 'foundation')",1,warner foundation
"('inc', 'califon')",1,inc califon
"('califon', 'historical')",1,califon historical
"('society', 'committee')",1,society committee
"('committee', 'restoration')",1,committee restoration
"('preservation', 'ebinezer')",1,preservation ebinezer
"('ebinezer', 'college')",1,ebinezer college
"('college', 'station')",1,college station
"('station', 'youth')",1,station youth
"('youth', 'football')",1,youth football
"('football', 'association')",1,football association
"('phantom', 'phlyers')",1,phantom phlyers
"('jennings', 'foundation')",1,jennings foundation
"('phlyers', 'association')",1,phlyers association
"('england', 'civil')",1,england civil
"('inc', 'belfast')",1,inc belfast
"('belfast', 'museum')",1,belfast museum
"('francisco', 'korean')",1,francisco korean
"('korean', 'american')",1,korean american
"('museum', 'princeton')",1,museum princeton
"('princeton', 'einstein')",1,princeton einstein
"('einstein', 'museum')",1,einstein museum
"('inc', 'mountaineer')",1,inc mountaineer
"('mountaineer', 'military')",1,mountaineer military
"('museum', 'mt')",1,museum mt
"('mt', 'jennings')",1,mt jennings
"('barbara', 'historical')",1,barbara historical
"('society', 'art')",1,society art
"('manchester', 'historical')",1,manchester historical
"('art', 'thousand')",1,art thousand
"('therapeutic', 'zoo')",1,therapeutic zoo
"('inc', 'father')",1,inc father
"('father', 'love')",1,father love
"('love', 'texas')",1,love texas
"('texas', 'golf')",1,texas golf
"('golf', 'hall')",1,golf hall
"('william', 'b')",1,william b
"('b', 'swett')",1,b swett
"('swett', 'museum')",1,swett museum
"('museum', 'hawaii')",1,museum hawaii
"('hawaii', 'historic')",1,hawaii historic
"('historic', 'arm')",1,historic arm
"('arm', 'association')",1,arm association
"('thousand', 'oak')",1,thousand oak
"('tanque', 'verde')",1,tanque verde
"('oak', 'new')",1,oak new
"('new', 'era')",1,new era
"('era', 'foundation')",1,era foundation
"('foundation', 'napa')",1,foundation napa
"('napa', 'firefighter')",1,napa firefighter
"('museum', 'horwood')",1,museum horwood
"('horwood', 'stained')",1,horwood stained
"('museum', 'connellsville')",1,museum connellsville
"('connellsville', 'little')",1,connellsville little
"('house', 'society')",1,house society
"('inc', 'maciles')",1,inc maciles
"('maciles', 'museum')",1,maciles museum
"('museum', 'miscellanea')",1,museum miscellanea
"('verde', 'therapeutic')",1,verde therapeutic
"('resource', 'tanque')",1,resource tanque
"('chicago', 'gospel')",1,chicago gospel
"('museum', 'regional')",1,museum regional
"('marshall', 'hendrix')",1,marshall hendrix
"('hendrix', 'foundation')",1,hendrix foundation
"('foundation', 'shore')",1,foundation shore
"('shore', 'institute')",1,shore institute
"('art', 'spaulding')",1,art spaulding
"('spaulding', 'wooden')",1,spaulding wooden
"('wooden', 'boat')",1,wooden boat
"('boat', 'center')",1,boat center
"('center', 'lincoln')",1,center lincoln
"('lincoln', 'school')",1,lincoln school
"('inc', 'safety')",1,inc safety
"('safety', 'harbor')",1,safety harbor
"('harbor', 'museum')",1,harbor museum
"('american', 'alliance')",1,american alliance
"('world', 'resource')",1,world resource
"('club', 'concord')",1,club concord
"('concord', 'new')",1,concord new
"('hampshire', 'vintage')",1,hampshire vintage
"('vintage', 'aviation')",1,vintage aviation
"('museum', 'besharat')",1,museum besharat
"('besharat', 'art')",1,besharat art
"('inc', 'maridon')",1,inc maridon
"('maridon', 'museum')",1,maridon museum
"('texas', 'textile')",1,texas textile
"('museum', 'makerspace')",1,museum makerspace
"('makerspace', 'black')",1,makerspace black
"('black', 'cowboy')",1,black cowboy
"('new', 'world')",1,new world
"('miscellanea', 'chicago')",1,miscellanea chicago
"('inc', 'moody')",1,inc moody
"('museum', 'manchester')",1,museum manchester
"('calnurco', 'legacy')",1,calnurco legacy
"('fremont', 'childrens')",1,fremont childrens
"('childrens', 'peace')",1,childrens peace
"('peace', 'pavilion')",1,peace pavilion
"('pavilion', 'southeastern')",1,pavilion southeastern
"('southeastern', 'wisconsin')",1,southeastern wisconsin
"('wisconsin', 'short')",1,wisconsin short
"('short', 'track')",1,short track
"('track', 'hall')",1,track hall
"('fame', 'jones')",1,fame jones
"('jones', 'oklahoma')",1,jones oklahoma
"('society', 'archery')",1,society archery
"('archery', 'hall')",1,archery hall
"('inc', 'calnurco')",1,inc calnurco
"('legacy', 'council')",1,legacy council
"('florham', 'park')",1,florham park
"('council', 'maltz')",1,council maltz
"('maltz', 'museum')",1,maltz museum
"('heritage', 'wingnuts')",1,heritage wingnuts
"('wingnuts', 'experimental')",1,wingnuts experimental
"('inc', 'peace')",1,inc peace
"('peace', 'river')",1,peace river
"('river', 'botanical')",1,river botanical
"('botanical', 'sculpture')",1,botanical sculpture
"('inc', 'eden')",1,inc eden
"('eden', 'historical')",1,eden historical
"('ltd', 'historic')",1,ltd historic
"('historic', 'abbey')",1,historic abbey
"('abbey', 'art')",1,abbey art
"('park', 'fremont')",1,park fremont
"('society', 'florham')",1,society florham
"('moody', 'automobile')",1,moody automobile
"('top', 'lake')",1,top lake
"('automobile', 'antique')",1,automobile antique
"('battle', 'ground')",1,battle ground
"('ground', 'yacolt')",1,ground yacolt
"('yacolt', 'chelatchie')",1,yacolt chelatchie
"('chelatchie', 'prairie')",1,chelatchie prairie
"('prairie', 'railroad')",1,prairie railroad
"('railroad', 'stutsman')",1,railroad stutsman
"('stutsman', 'county')",1,stutsman county
"('museum', 'newtown')",1,museum newtown
"('newtown', 'childrens')",1,newtown childrens
"('manatee', 'river')",1,manatee river
"('river', 'garden')",1,river garden
"('inc', 'top')",1,inc top
"('lake', 'snowmobile')",1,lake snowmobile
"('georgia', 'military')",1,georgia military
"('lincoln', 'childrens')",1,lincoln childrens
"('childrens', 'zoo')",1,childrens zoo
"('zoo', 'auxiliary')",1,zoo auxiliary
"('auxiliary', 'johnny')",1,auxiliary johnny
"('johnny', 'morris')",1,johnny morris
"('morris', 'wonder')",1,morris wonder
"('wonder', 'wildlife')",1,wonder wildlife
"('fort', 'gordon')",1,fort gordon
"('gordon', 'historical')",1,gordon historical
"('society', 'corp')",1,society corp
"('corp', 'luster')",1,corp luster
"('luster', 'african')",1,luster african
"('north', 'georgia')",1,north georgia
"('inn', 'exchange')",1,inn exchange
"('association', 'catskill')",1,association catskill
"('consciousness', 'inc')",1,consciousness inc
"('catskill', 'society')",1,catskill society
"('massachusetts', 'design')",1,massachusetts design
"('design', 'art')",1,design art
"('technology', 'institute')",1,technology institute
"('inc', 'clarinda')",1,inc clarinda
"('clarinda', 'carnegie')",1,clarinda carnegie
"('museum', 'makawao')",1,museum makawao
"('makawao', 'history')",1,makawao history
"('historic', 'st')",1,historic st
"('st', 'elmo')",1,st elmo
"('elmo', 'chalk')",1,elmo chalk
"('chalk', 'creek')",1,chalk creek
"('creek', 'canyon')",1,creek canyon
"('friend', 'president')",1,friend president
"('president', 'street')",1,president street
"('museum', 'infinite')",1,museum infinite
"('infinite', 'outcome')",1,infinite outcome
"('outcome', 'cracker')",1,outcome cracker
"('cracker', 'creek')",1,cracker creek
"('creek', 'museum')",1,creek museum
"('mining', 'inc')",1,mining inc
"('southern', 'vintage')",1,southern vintage
"('association', 'botanical')",1,association botanical
"('inc', 'truman')",1,inc truman
"('truman', 'historical')",1,truman historical
"('incorporated', 'pinellas')",1,incorporated pinellas
"('pinellas', 'county')",1,pinellas county
"('country', 'athletic')",1,country athletic
"('fame', 'meridian')",1,fame meridian
"('meridian', 'rail')",1,meridian rail
"('incorporated', 'massachusetts')",1,incorporated massachusetts
"('boxerwood', 'education')",1,boxerwood education
"('inc', 'boxerwood')",1,inc boxerwood
"('society', 'austinville')",1,society austinville
"('schaaf', 'truck')",1,schaaf truck
"('truck', 'tractor')",1,truck tractor
"('museum', 'discovering')",1,museum discovering
"('discovering', 'amistad')",1,discovering amistad
"('amistad', 'friend')",1,amistad friend
"('taylor', 'veteran')",1,taylor veteran
"('museum', 'vietnam')",1,museum vietnam
"('helicopter', 'historic')",1,helicopter historic
"('historic', 'oak')",1,historic oak
"('oak', 'hill')",1,oak hill
"('inc', 'rochester')",1,inc rochester
"('rochester', 'museum')",1,rochester museum
"('daniel', 'island')",1,daniel island
"('austinville', 'historical')",1,austinville historical
"('flagler', 'model')",1,flagler model
"('inc', 'latvian')",1,inc latvian
"('latvian', 'diaspora')",1,latvian diaspora
"('diaspora', 'museum')",1,diaspora museum
"('northern', 'virginia')",1,northern virginia
"('virginia', 'science')",1,virginia science
"('world', 'accordion')",1,world accordion
"('accordion', 'colorado')",1,accordion colorado
"('spring', 'childrens')",1,spring childrens
"('museum', 'chocolate')",1,museum chocolate
"('chocolate', 'experience')",1,chocolate experience
"('museum', 'relic')",1,museum relic
"('relic', 'inc')",1,relic inc
"('inc', 'flagler')",1,inc flagler
"('society', 'biddeford')",1,society biddeford
"('biddeford', 'mill')",1,biddeford mill
"('museum', 'upcountry')",1,museum upcountry
"('ralston', 'historical')",1,ralston historical
"('mary', 'museum')",1,mary museum
"('museum', 'sioux')",1,museum sioux
"('sioux', 'rapid')",1,sioux rapid
"('rapid', 'model')",1,rapid model
"('railroader', 'summit')",1,railroader summit
"('summit', 'county')",1,summit county
"('fame', 'american')",1,fame american
"('friend', 'australian')",1,friend australian
"('australian', 'national')",1,australian national
"('inc', 'kayenta')",1,inc kayenta
"('kayenta', 'desert')",1,kayenta desert
"('desert', 'arboretum')",1,desert arboretum
"('foundation', 'ralston')",1,foundation ralston
"('association', 'stan')",1,association stan
"('company', 'ltd')",1,company ltd
"('stan', 'kenton')",1,stan kenton
"('kenton', 'research')",1,kenton research
"('center', 'palestine')",1,center palestine
"('palestine', 'museum')",1,palestine museum
"('u', 'corporation')",1,u corporation
"('lake', 'arrowhead')",1,lake arrowhead
"('arrowhead', 'gallery')",1,arrowhead gallery
"('art', 'shrewsbury')",1,art shrewsbury
"('shrewsbury', 'area')",1,shrewsbury area
"('society', 'west')",1,society west
"('west', 'jordan')",1,west jordan
"('jordan', 'city')",1,jordan city
"('museum', 'consciousness')",1,museum consciousness
"('ltd', 'st')",1,ltd st
"('main', 'museum')",1,main museum
"('upcountry', 'history')",1,upcountry history
"('clarksville', 'region')",1,clarksville region
"('museum', 'lockhart')",1,museum lockhart
"('lockhart', 'high')",1,lockhart high
"('high', 'restoration')",1,high restoration
"('committee', 'paul')",1,committee paul
"('paul', 'george')",1,paul george
"('george', 'lisette')",1,george lisette
"('lisette', 'foundation')",1,lisette foundation
"('time', 'plow')",1,time plow
"('plow', 'boy')",1,plow boy
"('boy', 'club')",1,boy club
"('carolina', 'national')",1,carolina national
"('center', 'exce')",1,center exce
"('exce', 'clarksville')",1,exce clarksville
"('region', 'historic')",1,region historic
"('dubois', 'main')",1,dubois main
"('historic', 'society')",1,historic society
"('society', 'yuba')",1,society yuba
"('yuba', 'county')",1,yuba county
"('history', 'stuart')",1,history stuart
"('stuart', 'roosa')",1,stuart roosa
"('roosa', 'foundation')",1,roosa foundation
"('foundation', 'conner')",1,foundation conner
"('conner', 'prairie')",1,conner prairie
"('prairie', 'museum')",1,prairie museum
"('educational', 'heritage')",1,educational heritage
"('association', 'vigo')",1,association vigo
"('vigo', 'county')",1,vigo county
"('county', 'dubois')",1,county dubois
"('penndel', 'schaaf')",1,penndel schaaf
"('society', 'penndel')",1,society penndel
"('project', 'heritage')",1,project heritage
"('beavertown', 'historical')",1,beavertown historical
"('octavia', 'vivian')",1,octavia vivian
"('vivian', 'museum')",1,vivian museum
"('inc', 'depace')",1,inc depace
"('depace', 'museum')",1,depace museum
"('library', 'learning')",1,library learning
"('inc', 'jean')",1,inc jean
"('jean', 'graham')",1,jean graham
"('graham', 'devoe')",1,graham devoe
"('devoe', 'willifordcharitable')",1,devoe willifordcharitable
"('willifordcharitable', 'trust')",1,willifordcharitable trust
"('trust', 'unser')",1,trust unser
"('unser', 'childrens')",1,unser childrens
"('center', 'beavertown')",1,center beavertown
"('lincoln', 'park')",1,lincoln park
"('museum', 'c')",1,museum c
"('park', 'new')",1,park new
"('inc', 'cherokee')",1,inc cherokee
"('cherokee', 'strip')",1,cherokee strip
"('strip', 'regional')",1,strip regional
"('iowa', 'hall')",1,iowa hall
"('fame', 'racing')",1,fame racing
"('museum', 'insectarium')",1,museum insectarium
"('insectarium', 'butterfly')",1,insectarium butterfly
"('butterfly', 'pavilion')",1,butterfly pavilion
"('pavilion', 'inc')",1,pavilion inc
"('amador', 'sawmill')",1,amador sawmill
"('sawmill', 'mining')",1,sawmill mining
"('mining', 'association')",1,mining association
"('c', 'octavia')",1,c octavia
"('diana', 'historical')",1,diana historical
"('texan', 'war')",1,texan war
"('county', 'daffodil')",1,county daffodil
"('engineer', 'graham')",1,engineer graham
"('graham', 'agricultural')",1,graham agricultural
"('northwest', 'texas')",1,northwest texas
"('inc', 'seabee')",1,inc seabee
"('seabee', 'museum')",1,seabee museum
"('museum', 'store')",1,museum store
"('store', 'inc')",1,store inc
"('national', 'environmental')",1,national environmental
"('environmental', 'museum')",1,environmental museum
"('museum', 'cottonport')",1,museum cottonport
"('cottonport', 'museum')",1,cottonport museum
"('center', 'jackson')",1,center jackson
"('jackson', 'county')",1,jackson county
"('daffodil', 'society')",1,daffodil society
"('town', 'diana')",1,town diana
"('museum', 'wisconsin')",1,museum wisconsin
"('wisconsin', 'art')",1,wisconsin art
"('delaware', 'susquehanna')",1,delaware susquehanna
"('susquehanna', 'model')",1,susquehanna model
"('louis', 'aquarium')",1,louis aquarium
"('aquarium', 'union')",1,aquarium union
"('foundation', 'lev')",1,foundation lev
"('lev', 'childrens')",1,lev childrens
"('pennsylvania', 'fly')",1,pennsylvania fly
"('association', 'tasha')",1,association tasha
"('tasha', 'tudor')",1,tasha tudor
"('tudor', 'society')",1,tudor society
"('inc', 'town')",1,inc town
"('association', 'texan')",1,association texan
"('association', 'boxerwood')",1,association boxerwood
"('special', 'project')",1,special project
"('chennault', 'foundation')",1,chennault foundation
"('roggua', 'washington')",1,roggua washington
"('washington', 'foundation')",1,washington foundation
"('foundation', 'mile')",1,foundation mile
"('mile', 'ranch')",1,mile ranch
"('foundation', 'h')",1,foundation h
"('white', 'maritime')",1,white maritime
"('oswego', 'reptile')",1,oswego reptile
"('reptile', 'preservation')",1,reptile preservation
"('preservation', 'institute')",1,preservation institute
"('institute', 'general')",1,institute general
"('general', 'claire')",1,general claire
"('claire', 'l')",1,claire l
"('l', 'chennault')",1,l chennault
"('inc', 'j')",1,inc j
"('mr', 'janie')",1,mr janie
"('moore', 'high')",1,moore high
"('high', 'vivienne')",1,high vivienne
"('vivienne', 'malone')",1,vivienne malone
"('malone', 'mayes')",1,malone mayes
"('mayes', 'museum')",1,mayes museum
"('museum', 'story')",1,museum story
"('story', 'centennial')",1,story centennial
"('centennial', 'museum')",1,centennial museum
"('museum', 'datil')",1,museum datil
"('datil', 'educator')",1,datil educator
"('educator', 'club')",1,educator club
"('club', 'flatonia')",1,club flatonia
"('flatonia', 'special')",1,flatonia special
"('janie', 'roggua')",1,janie roggua
"('jr', 'mr')",1,jr mr
"('boxerwood', 'educational')",1,boxerwood educational
"('massey', 'world')",1,massey world
"('georgia', 'museum')",1,georgia museum
"('army', 'woman')",1,army woman
"('foundation', 'holly')",1,foundation holly
"('museum', 'lindsborg')",1,museum lindsborg
"('lindsborg', 'old')",1,lindsborg old
"('old', 'mill')",1,old mill
"('mill', 'swedish')",1,mill swedish
"('swedish', 'heritage')",1,swedish heritage
"('inc', 'chicago')",1,inc chicago
"('chicago', 'baseball')",1,chicago baseball
"('r', 'u')",1,r u
"('u', 'medium')",1,u medium
"('medium', 'massey')",1,medium massey
"('eagle', 'lake')",1,eagle lake
"('washington', 'jr')",1,washington jr
"('lake', 'depot')",1,lake depot
"('depot', 'engel')",1,depot engel
"('engel', 'foundation')",1,engel foundation
"('historic', 'haymarket')",1,historic haymarket
"('haymarket', 'milwaukee')",1,haymarket milwaukee
"('milwaukee', 'inc')",1,milwaukee inc
"('inc', 'vermont')",1,inc vermont
"('vermont', 'veteran')",1,vermont veteran
"('veteran', 'militia')",1,veteran militia
"('militia', 'museum')",1,militia museum
"('dr', 'james')",1,dr james
"('james', 'w')",1,james w
"('w', 'washington')",1,w washington
"('collection', 'friend')",1,collection friend
"('san', 'benito')",1,san benito
"('rochester', 'inc')",1,rochester inc
"('museum', 'morattico')",1,museum morattico
"('inc', 'cafesjian')",1,inc cafesjian
"('cafesjian', 'art')",1,cafesjian art
"('academy', 'natural')",1,academy natural
"('science', 'bolechow')",1,science bolechow
"('bolechow', 'jewish')",1,bolechow jewish
"('society', 'antique')",1,society antique
"('antique', 'telescope')",1,antique telescope
"('telescope', 'society')",1,telescope society
"('oneill', 'foundation')",1,oneill foundation
"('foundation', 'louisville')",1,foundation louisville
"('louisville', 'childrens')",1,louisville childrens
"('museum', 'goodwood')",1,museum goodwood
"('goodwood', 'museum')",1,goodwood museum
"('inc', 'hill')",1,inc hill
"('hill', 'museum')",1,hill museum
"('corp', 'two')",1,corp two
"('two', 'river')",1,two river
"('art', 'centre')",1,art centre
"('foundation', 'advancing')",1,foundation advancing
"('advancing', 'creation')",1,advancing creation
"('creation', 'truth')",1,creation truth
"('truth', 'local')",1,truth local
"('project', 'epworth')",1,project epworth
"('epworth', 'community')",1,epworth community
"('society', 'lynn')",1,society lynn
"('lynn', 'street')",1,lynn street
"('street', 'colored')",1,street colored
"('school', 'center')",1,school center
"('center', 'good')",1,center good
"('leipzig', 'inc')",1,leipzig inc
"('friend', 'leipzig')",1,friend leipzig
"('inc', 'bethel')",1,inc bethel
"('society', 'forestry')",1,society forestry
"('rodeo', 'equipment')",1,rodeo equipment
"('equipment', 'history')",1,equipment history
"('silver', 'star')",1,silver star
"('star', 'square')",1,star square
"('square', 'dance')",1,square dance
"('dance', 'club')",1,dance club
"('club', 'haldeman')",1,club haldeman
"('haldeman', 'museum')",1,haldeman museum
"('inc', 'metropolitan')",1,inc metropolitan
"('museum', 'asso')",1,museum asso
"('asso', 'nevada')",1,asso nevada
"('nevada', 'escambia')",1,nevada escambia
"('escambia', 'county')",1,escambia county
"('forestry', 'arson')",1,forestry arson
"('huntington', 'township')",1,huntington township
"('arson', 'alert')",1,arson alert
"('alert', 'association')",1,alert association
"('inc', 'glendale')",1,inc glendale
"('glendale', 'model')",1,glendale model
"('society', 'ralston')",1,society ralston
"('ralston', 'cider')",1,ralston cider
"('cider', 'mill')",1,cider mill
"('mill', 'nj')",1,mill nj
"('corporation', 'designer')",1,corporation designer
"('designer', 'without')",1,designer without
"('without', 'border')",1,without border
"('border', 'aberdeen')",1,border aberdeen
"('aberdeen', 'huntington')",1,aberdeen huntington
"('good', 'henry')",1,good henry
"('henry', 'g')",1,henry g
"('g', 'park')",1,g park
"('middlebury', 'historical')",1,middlebury historical
"('inc', 'chemung')",1,inc chemung
"('chemung', 'valley')",1,chemung valley
"('valley', 'farmer')",1,valley farmer
"('central', 'auto')",1,central auto
"('racing', 'booster')",1,racing booster
"('booster', 'hall')",1,booster hall
"('inc', 'newberry')",1,inc newberry
"('newberry', 'museum')",1,newberry museum
"('museum', 'warrenton')",1,museum warrenton
"('warrenton', 'school')",1,warrenton school
"('library', 'oak')",1,library oak
"('oak', 'florida')",1,oak florida
"('museum', 'middlebury')",1,museum middlebury
"('central', 'railway')",1,central railway
"('galena', 'mining')",1,galena mining
"('railway', 'model')",1,railway model
"('model', 'historical')",1,model historical
"('inc', 'warrick')",1,inc warrick
"('warrick', 'county')",1,warrick county
"('rapid', 'african')",1,rapid african
"('friend', 'african')",1,friend african
"('heritage', 'trail')",1,heritage trail
"('inc', 'littleton')",1,inc littleton
"('littleton', 'high')",1,littleton high
"('inc', 'strawberry')",1,inc strawberry
"('strawberry', 'lane')",1,strawberry lane
"('lane', 'foundation')",1,lane foundation
"('new', 'richmond')",1,new richmond
"('mining', 'historical')",1,mining historical
"('museum', 'galena')",1,museum galena
"('foundation', 'massey')",1,foundation massey
"('inc', 'billie')",1,inc billie
"('massey', 'air')",1,massey air
"('hawaii', 'swimming')",1,hawaii swimming
"('swimming', 'legacy')",1,swimming legacy
"('project', 'northwest')",1,project northwest
"('northwest', 'territory')",1,northwest territory
"('territory', 'historic')",1,territory historic
"('historic', 'center')",1,historic center
"('center', 'gasparilla')",1,center gasparilla
"('gasparilla', 'island')",1,gasparilla island
"('island', 'maritime')",1,island maritime
"('inc', 'boulder')",1,inc boulder
"('boulder', 'junction')",1,boulder junction
"('junction', 'area')",1,junction area
"('billie', 'trimble')",1,billie trimble
"('yuba', 'mining')",1,yuba mining
"('trimble', 'chandler')",1,trimble chandler
"('chandler', 'art')",1,chandler art
"('inc', 'wilderness')",1,inc wilderness
"('wilderness', 'wildlife')",1,wilderness wildlife
"('national', 'armed')",1,national armed
"('armed', 'service')",1,armed service
"('service', 'law')",1,service law
"('indiana', 'track')",1,indiana track
"('track', 'field')",1,track field
"('field', 'hall')",1,field hall
"('inc', 'bosse')",1,inc bosse
"('bosse', 'toy')",1,bosse toy
"('inc', 'yuba')",1,inc yuba
"('museum', 'rodeo')",1,museum rodeo
"('liles', 'museum')",1,liles museum
"('janie', 'liles')",1,janie liles
"('museum', 'tun')",1,museum tun
"('denver', 'museum')",1,denver museum
"('museum', 'sex')",1,museum sex
"('sex', 'inc')",1,sex inc
"('inc', 'cleveland')",1,inc cleveland
"('cleveland', 'music')",1,cleveland music
"('inc', 'nwa')",1,inc nwa
"('nwa', 'history')",1,nwa history
"('history', 'centre')",1,history centre
"('inc', 'mercer')",1,inc mercer
"('mercer', 'county')",1,mercer county
"('minneapolis', 'san')",1,minneapolis san
"('diego', 'innovation')",1,diego innovation
"('innovation', 'museum')",1,innovation museum
"('tun', 'tavern')",1,tun tavern
"('mulit', 'cultural')",1,mulit cultural
"('tavern', 'leatherneck')",1,tavern leatherneck
"('leatherneck', 'museum')",1,leatherneck museum
"('museum', 'pa')",1,museum pa
"('pa', 'munibond')",1,pa munibond
"('munibond', 'museum')",1,munibond museum
"('museum', 'alamance')",1,museum alamance
"('alamance', 'county')",1,alamance county
"('heritage', 'flight')",1,heritage flight
"('foundation', 'pearl')",1,foundation pearl
"('pearl', 'burney')",1,pearl burney
"('burney', 'alumnus')",1,burney alumnus
"('alumnus', 'museum')",1,alumnus museum
"('inc', 'salida')",1,inc salida
"('center', 'denver')",1,center denver
"('eufaula', 'mulit')",1,eufaula mulit
"('association', 'indiana')",1,association indiana
"('dakota', 'international')",1,dakota international
"('unicoi', 'county')",1,unicoi county
"('ii', 'history')",1,ii history
"('education', 'technology')",1,education technology
"('technology', 'foundation')",1,technology foundation
"('foundation', 'tomahawk')",1,foundation tomahawk
"('tomahawk', 'boat')",1,tomahawk boat
"('fort', 'tuthill')",1,fort tuthill
"('tuthill', 'military')",1,tuthill military
"('friend', 'historical')",1,friend historical
"('historical', 'ag')",1,historical ag
"('ag', 'museum')",1,ag museum
"('museum', 'lpc')",1,museum lpc
"('lpc', 'county')",1,lpc county
"('international', 'sailing')",1,international sailing
"('lake', 'eufaula')",1,lake eufaula
"('sailing', 'boating')",1,sailing boating
"('boating', 'hall')",1,boating hall
"('fame', 'putnam')",1,fame putnam
"('putnam', 'city')",1,putnam city
"('city', 'school')",1,city school
"('oliver', 'hazard')",1,oliver hazard
"('hazard', 'perry')",1,hazard perry
"('perry', 'shipyard')",1,perry shipyard
"('shipyard', 'connecticut')",1,shipyard connecticut
"('connecticut', 'aerospace')",1,connecticut aerospace
"('art', 'pensacola')",1,art pensacola
"('pensacola', 'lighthouse')",1,pensacola lighthouse
"('lighthouse', 'association')",1,lighthouse association
"('salida', 'museum')",1,salida museum
"('indiana', 'live')",1,indiana live
"('jim', 'janie')",1,jim janie
"('oakshott', 'institute')",1,oakshott institute
"('inc', 'damien')",1,inc damien
"('damien', 'marianne')",1,damien marianne
"('marianne', 'foundation')",1,marianne foundation
"('foundation', 'washington')",1,foundation washington
"('technology', 'conrad')",1,technology conrad
"('conrad', 'depot')",1,conrad depot
"('depot', 'society')",1,depot society
"('inc', 'icebreaker')",1,inc icebreaker
"('icebreaker', 'mackinac')",1,icebreaker mackinac
"('mackinac', 'maritime')",1,mackinac maritime
"('inc', 'figler')",1,inc figler
"('figler', 'family')",1,figler family
"('foundation', 'oakshott')",1,foundation oakshott
"('institute', 'pacific')",1,institute pacific
"('plateau', 'horseman')",1,plateau horseman
"('pacific', 'coast')",1,pacific coast
"('coast', 'immigration')",1,coast immigration
"('immigration', 'museum')",1,immigration museum
"('museum', 'queen')",1,museum queen
"('anne', 'museum')",1,anne museum
"('shore', 'life')",1,shore life
"('pine', 'river')",1,pine river
"('idaho', 'rodeo')",1,idaho rodeo
"('inc', 'ironhorse')",1,inc ironhorse
"('ironhorse', 'museum')",1,ironhorse museum
"('america', 'living')",1,america living
"('history', 'corporation')",1,history corporation
"('corporation', 'jim')",1,corporation jim
"('horseman', 'hall')",1,horseman hall
"('colorado', 'plateau')",1,colorado plateau
"('incorporated', 'teamster')",1,incorporated teamster
"('force', 'organization')",1,force organization
"('teamster', 'hitch')",1,teamster hitch
"('hitch', 'inc')",1,hitch inc
"('inc', 'butler')",1,inc butler
"('fund', 'wilson')",1,fund wilson
"('isle', 'air')",1,isle air
"('sun', 'ten')",1,sun ten
"('ten', 'museum')",1,ten museum
"('inc', 'faith')",1,inc faith
"('faith', 'rxd')",1,faith rxd
"('rxd', 'upper')",1,rxd upper
"('upper', 'valley')",1,upper valley
"('national', 'speedskating')",1,national speedskating
"('speedskating', 'museum')",1,speedskating museum
"('organization', 'texas')",1,organization texas
"('gallery', 'colorado')",1,gallery colorado
"('texas', 'military')",1,texas military
"('military', 'education')",1,military education
"('western', 'antique')",1,western antique
"('antique', 'aeroplane')",1,antique aeroplane
"('aeroplane', 'andautomobile')",1,aeroplane andautomobile
"('andautomobile', 'museum')",1,andautomobile museum
"('museum', 'rememberusorg')",1,museum rememberusorg
"('rememberusorg', 'tesla')",1,rememberusorg tesla
"('tesla', 'niagara')",1,tesla niagara
"('niagara', 'museum')",1,niagara museum
"('museum', 'smith')",1,museum smith
"('smith', 'automotive')",1,smith automotive
"('automotive', 'gallery')",1,automotive gallery
"('richmond', 'military')",1,richmond military
"('morattico', 'waterfront')",1,morattico waterfront
"('nelson', 'museum')",1,nelson museum
"('national', 'neon')",1,national neon
"('regime', 'museum')",1,regime museum
"('inc', 'lawndale')",1,inc lawndale
"('lawndale', 'historical')",1,lawndale historical
"('society', 'toledo')",1,society toledo
"('toledo', 'police')",1,toledo police
"('inc', 'louie')",1,inc louie
"('louie', 'bellson')",1,louie bellson
"('bellson', 'museum')",1,bellson museum
"('archive', 'remsen')",1,archive remsen
"('remsen', 'heritage')",1,remsen heritage
"('museum', 'alternative')",1,museum alternative
"('alternative', 'art')",1,alternative art
"('museum', 'fall')",1,museum fall
"('inc', 'video')",1,inc video
"('game', 'capital')",1,game capital
"('capital', 'world')",1,capital world
"('museum', 'sunny')",1,museum sunny
"('sunny', 'valley')",1,sunny valley
